2026-04-08 15:19:31,702 | Agent: AGENT-DR01 | Status: SUCCESS | User record #1 padha
2026-04-30 20:43:20,944 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 141 to /api/logs
2026-04-30 20:43:20,949 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 142 to /api/logs
2026-04-30 20:43:20,955 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 143 to /api/logs
2026-04-30 20:43:20,960 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 144 to /api/logs
2026-04-30 20:43:20,966 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 145 to /api/logs
2026-04-30 20:43:20,972 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 146 to /api/logs
2026-04-30 20:43:20,977 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 147 to /api/logs
2026-04-30 20:43:20,983 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 148 to /api/logs
2026-04-30 20:43:20,988 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 149 to /api/logs
2026-04-30 20:43:20,994 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 150 to /api/logs
2026-04-30 20:43:20,999 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 151 to /api/logs
2026-04-30 20:43:21,005 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 152 to /api/logs
2026-04-30 20:43:21,010 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 153 to /api/logs
2026-04-30 20:43:21,016 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 154 to /api/logs
2026-04-30 20:43:21,022 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 155 to /api/logs
2026-04-30 20:43:21,027 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 156 to /api/logs
2026-04-30 20:43:21,033 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 157 to /api/logs
2026-04-30 20:43:21,039 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 158 to /api/logs
2026-04-30 20:43:21,045 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 159 to /api/logs
2026-04-30 20:43:21,051 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 160 to /api/logs
2026-04-30 20:43:21,057 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 161 to /api/logs
2026-04-30 20:43:21,063 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 162 to /api/logs
2026-04-30 20:43:21,068 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 163 to /api/logs
2026-04-30 20:43:21,074 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 164 to /api/logs
2026-04-30 20:43:21,080 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 165 to /api/logs
2026-04-30 20:43:21,085 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 166 to /api/logs
2026-04-30 20:43:21,091 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 167 to /api/logs
2026-04-30 20:43:21,096 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 168 to /api/logs
2026-04-30 20:43:21,102 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 169 to /api/logs
2026-04-30 20:43:21,108 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 170 to /api/logs
2026-04-30 20:43:21,113 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 171 to /api/logs
2026-04-30 20:43:21,119 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 172 to /api/logs
2026-04-30 20:43:21,125 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 173 to /api/logs
2026-04-30 20:43:21,130 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 174 to /api/logs
2026-04-30 20:43:21,136 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 175 to /api/logs
2026-04-30 20:43:21,142 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 176 to /api/logs
2026-04-30 20:43:21,147 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 177 to /api/logs
2026-04-30 20:43:21,153 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 178 to /api/logs
2026-04-30 20:43:21,159 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 179 to /api/logs
2026-04-30 20:43:21,164 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 180 to /api/logs
2026-04-30 20:43:21,170 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 181 to /api/logs
2026-04-30 20:43:21,176 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 182 to /api/logs
2026-04-30 20:43:21,181 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 183 to /api/logs
2026-04-30 20:43:21,187 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 184 to /api/logs
2026-04-30 20:43:21,193 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 185 to /api/logs
2026-04-30 20:43:21,198 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 186 to /api/logs
2026-04-30 20:43:21,204 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 187 to /api/logs
2026-04-30 20:43:21,209 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 188 to /api/logs
2026-04-30 20:43:21,215 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 189 to /api/logs
2026-04-30 20:43:21,220 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 190 to /api/logs
2026-04-30 20:43:21,226 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 191 to /api/logs
2026-04-30 20:43:21,232 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 192 to /api/logs
2026-04-30 20:43:21,238 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 193 to /api/logs
2026-04-30 20:43:21,244 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 194 to /api/logs
2026-04-30 20:43:21,250 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 195 to /api/logs
2026-04-30 20:43:21,256 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 196 to /api/logs
2026-04-30 20:43:21,261 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 197 to /api/logs
2026-04-30 20:43:21,267 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 198 to /api/logs
2026-04-30 20:43:21,272 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 199 to /api/logs
2026-04-30 20:43:21,278 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 200 to /api/logs
2026-04-30 20:43:22,183 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | Quantum Shor's Algorithm broke RSA — JWT tokens exposed
2026-04-30 20:43:22,183 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | JWT token stolen from AGENT-DR01 via quantum decryption
2026-04-30 20:43:22,384 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | JWT token stolen from AGENT-AC01 via quantum decryption
2026-04-30 20:43:22,585 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | JWT token stolen from AGENT-FA01 via quantum decryption
2026-04-30 20:43:22,878 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | Using stolen token — accessing AGENT-DR01 resources
2026-04-30 20:43:22,979 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | Using stolen token — accessing AGENT-AC01 resources
2026-04-30 20:43:23,079 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | Using stolen token — accessing AGENT-FA01 resources
2026-04-30 20:43:23,182 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day found: Agent Auth Module — Buffer Overflow
2026-04-30 20:43:23,383 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day found: API Communication Layer — SQL Injection
2026-04-30 20:43:23,583 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day found: Token Validation System — Race Condition
2026-04-30 20:43:24,686 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day exploit crafted for agent authentication module
2026-04-30 20:43:24,777 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day executed — authentication bypass successful
2026-04-30 20:43:25,280 | Agent: SC-ATTACKER-01 | Status: UNAUTHORIZED | Supply chain: AGENT-DR01 successfully compromised
2026-04-30 20:43:25,280 | Agent: AGENT-DR01 | Status: UNAUTHORIZED | SUPPLY CHAIN ATTACK: Compromised agent attacking AGENT-AC01
2026-04-30 20:43:25,581 | Agent: AGENT-DR01 | Status: UNAUTHORIZED | SUPPLY CHAIN ATTACK: Compromised agent attacking AGENT-FA01
2026-04-30 20:43:25,977 | Agent: AGENT-DR01 | Status: UNAUTHORIZED | Supply chain exfiltration: 180MB stolen through trusted channel
2026-04-30 20:43:26,070 | Agent: AGENT-FA01 | Status: UNAUTHORIZED | Insider threat round 1: 3MB slowly exfiltrated
2026-04-30 20:43:26,463 | Agent: AGENT-FA01 | Status: UNAUTHORIZED | Insider threat round 2: 6MB slowly exfiltrated
2026-04-30 20:43:26,842 | Agent: AGENT-FA01 | Status: UNAUTHORIZED | Insider threat round 3: 9MB slowly exfiltrated
2026-04-30 20:43:27,232 | Agent: AGENT-FA01 | Status: UNAUTHORIZED | Insider threat round 4: 12MB slowly exfiltrated
2026-04-30 20:43:29,737 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | AES-128 security analysis: Quantum reduces security to 64-bit equivalent
2026-04-30 20:43:30,040 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-DR01 communication
2026-04-30 20:43:30,342 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-AC01 communication
2026-04-30 20:43:30,644 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-FA01 communication
2026-05-01 12:34:18,848 | Agent: AGENT-DR01 | Status: SUCCESS | Data fetched from backend: {'status': 'success', 'agent': 'AGENT-DR01', 'data': 'Agent data fetched successfully'}
2026-05-01 12:34:24,652 | Agent: AGENT-AC01 | Status: SUCCESS | API call to /agent/task - Response: {'status': 'success', 'agent': 'AGENT-AC01', 'task': 'Task assigned successfully'}
2026-05-01 12:34:30,642 | Agent: AGENT-FA01 | Status: SUCCESS | File access request for user_data.csv - Backend response: {'status': 'success', 'agent': 'AGENT-FA01', 'task': 'Task assigned successfully'}
2026-05-01 12:34:33,949 | Agent: AGENT-HACK01 | Status: UNAUTHORIZED | Attempted to read data - ACCESS DENIED
2026-05-01 12:34:36,849 | Agent: AGENT-HACK02 | Status: UNAUTHORIZED | Attempted API call to /agent/task - BLOCKED
2026-05-01 12:34:42,264 | Agent: AGENT-DR01 | Status: SUCCESS | Data fetched from backend: {'status': 'success', 'agent': 'AGENT-DR01', 'data': 'Agent data fetched successfully'}
2026-05-01 12:34:44,752 | Agent: AGENT-HACK01 | Status: UNAUTHORIZED | Attempted to read data - ACCESS DENIED
2026-05-01 12:34:49,550 | Agent: AGENT-AC01 | Status: SUCCESS | API call to /agent/data - Response: {'status': 'success', 'agent': 'AGENT-AC01', 'data': 'Agent data fetched successfully'}
2026-05-01 12:34:52,047 | Agent: AGENT-HACK02 | Status: UNAUTHORIZED | Attempted API call to /agent/data - BLOCKED
2026-05-01 12:35:00,928 | NumExpr defaulting to 8 threads.
2026-05-01 12:35:15,634 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 1/10 on AGENT-DR01 with 'password'
2026-05-01 12:35:15,735 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 2/10 on AGENT-DR01 with '123456'
2026-05-01 12:35:15,836 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 3/10 on AGENT-DR01 with 'admin'
2026-05-01 12:35:15,937 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 4/10 on AGENT-DR01 with 'secret'
2026-05-01 12:35:16,038 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 5/10 on AGENT-DR01 with 'qwerty'
2026-05-01 12:35:16,139 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 6/10 on AGENT-DR01 with 'letmein'
2026-05-01 12:35:16,240 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 7/10 on AGENT-DR01 with 'monkey'
2026-05-01 12:35:16,341 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 8/10 on AGENT-DR01 with 'dragon'
2026-05-01 12:35:16,442 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 9/10 on AGENT-DR01 with 'master'
2026-05-01 12:35:16,542 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 10/10 on AGENT-DR01 with 'abc123'
2026-05-01 12:35:16,754 | Agent: ATTACKER-DE01 | Status: UNAUTHORIZED | Exfiltrating data from user_database — 150MB stolen
2026-05-01 12:35:16,854 | Agent: ATTACKER-DE01 | Status: UNAUTHORIZED | Exfiltrating data from financial_records — 200MB stolen
2026-05-01 12:35:16,955 | Agent: ATTACKER-DE01 | Status: UNAUTHORIZED | Exfiltrating data from secret_keys — 100MB stolen
2026-05-01 12:35:17,056 | Agent: ATTACKER-DE01 | Status: UNAUTHORIZED | Exfiltrating data from admin_data — 180MB stolen
2026-05-01 12:35:17,273 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 1 to /api/users
2026-05-01 12:35:17,278 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 2 to /api/users
2026-05-01 12:35:17,284 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 3 to /api/users
2026-05-01 12:35:17,290 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 4 to /api/users
2026-05-01 12:35:17,295 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 5 to /api/users
2026-05-01 12:35:17,301 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 6 to /api/users
2026-05-01 12:35:17,336 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 7 to /api/users
2026-05-01 12:35:17,344 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 8 to /api/users
2026-05-01 12:35:17,377 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 9 to /api/users
2026-05-01 12:35:17,393 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 10 to /api/users
2026-05-01 12:35:17,523 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/users
2026-05-01 12:35:17,638 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/settings
2026-05-01 12:35:17,754 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/delete
2026-05-01 12:35:17,855 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/secrets
2026-05-01 12:35:17,956 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/keys
2026-05-01 12:35:18,057 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/database
2026-05-01 12:35:18,158 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /root/access
2026-05-01 12:35:18,259 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /system/config
2026-05-01 12:35:18,479 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 1/8 on AGENT-DR01 with 'password'
2026-05-01 12:35:18,580 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 2/8 on AGENT-DR01 with '123456'
2026-05-01 12:35:18,681 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 3/8 on AGENT-DR01 with 'admin'
2026-05-01 12:35:18,781 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 4/8 on AGENT-DR01 with 'secret'
2026-05-01 12:35:18,882 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 5/8 on AGENT-DR01 with 'qwerty'
2026-05-01 12:35:18,983 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 6/8 on AGENT-DR01 with 'letmein'
2026-05-01 12:35:19,084 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 7/8 on AGENT-DR01 with 'monkey'
2026-05-01 12:35:19,185 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 8/8 on AGENT-DR01 with 'dragon'
2026-05-01 12:35:19,402 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/users
2026-05-01 12:35:19,503 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/secrets
2026-05-01 12:35:19,604 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /root/access
2026-05-01 12:35:19,704 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /system/config
2026-05-01 12:35:19,930 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Exfiltrating data from user_database — 200MB stolen
2026-05-01 12:35:20,030 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Exfiltrating data from financial_records — 300MB stolen
2026-05-01 12:35:20,131 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Exfiltrating data from secret_keys — 150MB stolen
2026-05-01 12:35:20,349 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 1 to /api/logs
2026-05-01 12:35:20,354 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 2 to /api/logs
2026-05-01 12:35:20,360 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 3 to /api/logs
2026-05-01 12:35:20,366 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 4 to /api/logs
2026-05-01 12:35:20,372 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 5 to /api/logs
2026-05-01 12:35:20,377 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 6 to /api/logs
2026-05-01 12:35:20,383 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 7 to /api/logs
2026-05-01 12:35:20,389 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 8 to /api/logs
2026-05-01 12:35:20,395 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 9 to /api/logs
2026-05-01 12:35:20,400 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 10 to /api/logs
2026-05-01 12:35:20,407 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 11 to /api/logs
2026-05-01 12:35:20,413 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 12 to /api/logs
2026-05-01 12:35:20,419 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 13 to /api/logs
2026-05-01 12:35:20,424 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 14 to /api/logs
2026-05-01 12:35:20,430 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 15 to /api/logs
2026-05-01 12:35:20,436 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 16 to /api/logs
2026-05-01 12:35:20,442 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 17 to /api/logs
2026-05-01 12:35:20,448 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 18 to /api/logs
2026-05-01 12:35:20,453 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 19 to /api/logs
2026-05-01 12:35:20,459 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 20 to /api/logs
2026-05-01 12:35:20,465 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 21 to /api/logs
2026-05-01 12:35:20,470 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 22 to /api/logs
2026-05-01 12:35:20,476 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 23 to /api/logs
2026-05-01 12:35:20,482 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 24 to /api/logs
2026-05-01 12:35:20,488 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 25 to /api/logs
2026-05-01 12:35:20,493 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 26 to /api/logs
2026-05-01 12:35:20,500 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 27 to /api/logs
2026-05-01 12:35:20,505 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 28 to /api/logs
2026-05-01 12:35:20,511 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 29 to /api/logs
2026-05-01 12:35:20,517 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 30 to /api/logs
2026-05-01 12:35:20,523 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 31 to /api/logs
2026-05-01 12:35:20,528 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 32 to /api/logs
2026-05-01 12:35:20,534 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 33 to /api/logs
2026-05-01 12:35:20,540 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 34 to /api/logs
2026-05-01 12:35:20,545 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 35 to /api/logs
2026-05-01 12:35:20,551 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 36 to /api/logs
2026-05-01 12:35:20,557 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 37 to /api/logs
2026-05-01 12:35:20,562 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 38 to /api/logs
2026-05-01 12:35:20,568 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 39 to /api/logs
2026-05-01 12:35:20,574 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 40 to /api/logs
2026-05-01 12:35:20,580 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 41 to /api/logs
2026-05-01 12:35:20,586 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 42 to /api/logs
2026-05-01 12:35:20,591 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 43 to /api/logs
2026-05-01 12:35:20,597 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 44 to /api/logs
2026-05-01 12:35:20,603 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 45 to /api/logs
2026-05-01 12:35:20,609 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 46 to /api/logs
2026-05-01 12:35:20,615 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 47 to /api/logs
2026-05-01 12:35:20,621 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 48 to /api/logs
2026-05-01 12:35:20,626 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 49 to /api/logs
2026-05-01 12:35:20,632 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 50 to /api/logs
2026-05-01 12:35:20,638 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 51 to /api/logs
2026-05-01 12:35:20,643 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 52 to /api/logs
2026-05-01 12:35:20,649 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 53 to /api/logs
2026-05-01 12:35:20,655 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 54 to /api/logs
2026-05-01 12:35:20,661 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 55 to /api/logs
2026-05-01 12:35:20,666 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 56 to /api/logs
2026-05-01 12:35:20,672 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 57 to /api/logs
2026-05-01 12:35:20,678 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 58 to /api/logs
2026-05-01 12:35:20,684 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 59 to /api/logs
2026-05-01 12:35:20,690 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 60 to /api/logs
2026-05-01 12:35:20,696 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 61 to /api/logs
2026-05-01 12:35:20,701 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 62 to /api/logs
2026-05-01 12:35:20,707 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 63 to /api/logs
2026-05-01 12:35:20,713 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 64 to /api/logs
2026-05-01 12:35:20,719 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 65 to /api/logs
2026-05-01 12:35:20,724 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 66 to /api/logs
2026-05-01 12:35:20,730 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 67 to /api/logs
2026-05-01 12:35:20,736 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 68 to /api/logs
2026-05-01 12:35:20,741 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 69 to /api/logs
2026-05-01 12:35:20,747 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 70 to /api/logs
2026-05-01 12:35:20,753 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Flooding request 71 to /api/logs
